name,calories,protein,carbs,fat
"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",5.03,0.125,0.556,0.256
"Babyfood, corn and sweet potatoes, strained",0.68,0.0126,0.1523,0.0028
"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",0.67,0.018,0.0677,0.0363
"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",0.63,0.014,0.0639,0.035
"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",1.3,0.029,0.139,0.07
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",0.71,0.0164,0.0873,0.033
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",5.04,0.124,0.574,0.25
"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",0.69,0.0192,0.0694,0.0377
"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",5.2,0.1442,0.5175,0.2833
"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",0.68,0.0148,0.074,0.0374
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",1.27,0.0264,0.1352,0.0689
"Shortening, household, lard and vegetable oil",9.0,0.0,0.0,1.0
"Oil, sunflower, linoleic, (partially hydrogenated)",8.84,0.0,0.0,1.0
"Shortening bread, soybean (hydrogenated) and cottonseed",8.84,0.0,0.0,1.0
"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",8.84,0.0,0.0,1.0
"Shortening frying (heavy duty), palm (hydrogenated)",8.84,0.0,0.0,1.0
Shortening household soybean (hydrogenated) and palm,8.84,0.0,0.0,1.0
"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",8.84,0.0,0.0,1.0
"Shortening, confectionery, fractionated palm",8.84,0.0,0.0,1.0
"Oil, nutmeg butter",8.84,0.0,0.0,1.0
"Oil, canola",8.84,0.0,0.0,1.0
"Oil, mustard",8.84,0.0,0.0,1.0
"Oil, sunflower, high oleic (70% and over)",8.84,0.0,0.0,1.0
"Margarine-like, margarine-butter blend, soybean oil and butter",7.27,0.0031,0.0077,0.8032
"Fish oil, herring",9.02,0.0,0.0,1.0
"Fish oil, menhaden",9.02,0.0,0.0,1.0
"Fish oil, menhaden, fully hydrogenated",9.02,0.0,0.0,1.0
"Fish oil, salmon",9.02,0.0,0.0,1.0
"Butter, light, stick, without salt",4.99,0.033,0.0,0.551
"Animal fat, bacon grease",8.97,0.0,0.0,0.995
"Margarine, regular, 80% fat, composite, stick, with salt",7.17,0.0016,0.007,0.8071
"Margarine, regular, 80% fat, composite, tub, with salt",7.13,0.0022,0.0075,0.8017
"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",5.37,0.0012,0.0069,0.6039
"Margarine, regular, 80% fat, composite, tub, without salt",7.13,0.0022,0.0075,0.8017
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",5.33,0.0017,0.0086,0.5981
"Margarine-like, vegetable oil spread, fat free, liquid, with salt",0.43,0.015,0.025,0.03
"Margarine-like spread with yogurt, 70% fat, stick, with salt",6.3,0.003,0.005,0.7
"Margarine-like, vegetable oil spread, fat-free, tub",0.44,0.001,0.0434,0.0304
"Margarine-like, vegetable oil spread, 20% fat, with salt",1.75,0.0,0.004,0.195
"Margarine-like, vegetable oil spread, 20% fat, without salt",1.75,0.0,0.004,0.195
"Salad dressing, thousand island dressing, fat-free",1.32,0.0055,0.2927,0.0145
"Oil, industrial, mid-oleic, sunflower",8.84,0.0,0.0,1.0
"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",8.84,0.0,0.0,1.0
"Oil, industrial, canola for salads, woks and light frying",8.84,0.0,0.0,1.0
"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",8.84,0.0,0.0,1.0
"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",8.84,0.0,0.0,1.0
"Oil, industrial, soy ( partially hydrogenated), all purpose",8.84,0.0,0.0,1.0
"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",8.84,0.0,0.0,1.0
"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",8.84,0.0,0.0,1.0
"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",8.84,0.0,0.0,1.0
"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",8.84,0.0,0.0,1.0
"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",8.8,0.0,0.0,0.995
"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",8.8,0.0,0.0,0.995
"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",7.14,0.0018,0.0071,0.8
"Oil, vegetable, soybean, refined",8.84,0.0,0.0,1.0
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",5.83,0.0014,0.0014,0.6463
"Margarine-like spread, SMART BALANCE Light Buttery Spread",3.37,0.0002,0.0198,0.3641
"Chicken, broilers or fryers, drumstick, meat and skin, raw",1.61,0.1808,0.0011,0.092
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",2.68,0.2195,0.0828,0.1575
"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",1.95,0.2862,0.0,0.0808
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",1.55,0.2424,0.0,0.057
"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",1.69,0.275,0.0,0.0571
"Chicken, broilers or fryers, leg, meat and skin, raw",2.14,0.1637,0.0017,0.1595
"Chicken, broilers or fryers, leg, meat only, cooked, fried",2.08,0.2838,0.0065,0.0932
"Chicken, broilers or fryers, leg, meat only, cooked, roasted",1.74,0.2422,0.0,0.078
"Chicken, broilers or fryers, leg, meat only, cooked, stewed",1.85,0.2626,0.0,0.0806
"Chicken, broilers or fryers, neck, meat and skin, raw",2.97,0.1407,0.0,0.2624
"Chicken, broilers or fryers, neck, meat only, cooked, fried",2.29,0.2687,0.0177,0.1188
"Chicken, broilers or fryers, neck, meat only, cooked, simmered",1.79,0.2456,0.0,0.0818
"Chicken, broilers or fryers, thigh, meat and skin, raw",2.21,0.1652,0.0025,0.1661
"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",2.77,0.2161,0.0908,0.1653
"Chicken, broilers or fryers, thigh, meat only, cooked, fried",2.18,0.2818,0.0118,0.103
"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",1.79,0.2476,0.0,0.0815
"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",1.95,0.25,0.0,0.0979
"Chicken, broilers or fryers, wing, meat and skin, raw",1.91,0.1752,0.0,0.1285
"Chicken, broilers or fryers, wing, meat only, cooked, fried",2.11,0.3015,0.0,0.0915
"Chicken, broilers or fryers, wing, meat only, cooked, roasted",2.03,0.3046,0.0,0.0813
"Chicken, broilers or fryers, wing, meat only, cooked, stewed",1.81,0.2718,0.0,0.0718
"Chicken, roasting, meat and skin and giblets and neck, raw",2.13,0.1709,0.0009,0.1546
"Chicken, roasting, meat only, cooked, roasted",1.67,0.2501,0.0,0.0663
"Chicken, roasting, giblets, raw",1.27,0.1814,0.0114,0.0504
"Chicken, roasting, giblets, cooked, simmered",1.65,0.2677,0.0086,0.0522
"Chicken, roasting, light meat, meat only, raw",1.09,0.222,0.0,0.0163
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",2.14,0.2488,0.0,0.1191
"Chicken, stewing, meat and skin, raw",2.58,0.1755,0.0,0.2033
"Chicken, stewing, meat and skin, cooked, stewed",2.85,0.2688,0.0,0.1887
"Chicken, stewing, meat only, raw",1.48,0.2126,0.0,0.0632
"Chicken, stewing, meat only, cooked, stewed",2.37,0.3042,0.0,0.1189
"Chicken, stewing, dark meat, meat only, raw",1.57,0.197,0.0,0.0812
"Chicken, stewing, dark meat, meat only, cooked, stewed",2.58,0.2814,0.0,0.1528
"Chicken, capons, meat and skin and giblets and neck, raw",2.32,0.1851,0.0008,0.169
"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",2.26,0.2835,0.0004,0.1167
"Duck, domesticated, meat and skin, raw",4.04,0.1149,0.0,0.3934
"Duck, domesticated, meat and skin, cooked, roasted",3.37,0.1899,0.0,0.2835
"Duck, domesticated, meat only, raw",1.35,0.1828,0.0094,0.0595
"Duck, domesticated, meat only, cooked, roasted",2.01,0.2348,0.0,0.112
"Goose, domesticated, meat and skin, cooked, roasted",3.05,0.2516,0.0,0.2192
"Goose, domesticated, meat only, raw",1.61,0.2275,0.0,0.0713
"Goose, domesticated, meat only, cooked, roasted",2.38,0.2897,0.0,0.1267
"Goose, liver, raw",1.33,0.1637,0.0632,0.0428
"Guinea hen, meat and skin, raw",1.58,0.234,0.0,0.0645
"Pheasant, leg, meat only, raw",1.34,0.222,0.0,0.043
"Quail, meat and skin, raw",1.92,0.1963,0.0,0.1205
"Quail, meat only, raw",1.34,0.2176,0.0,0.0453
"Lentils, raw",3.52,0.2463,0.6335,0.0106
"Lentils, mature seeds, cooked, boiled, without salt",1.16,0.0902,0.2013,0.0038
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",1.26,0.0804,0.2331,0.0038
"Lupins, mature seeds, raw",3.71,0.3617,0.4037,0.0974
"Lupins, mature seeds, cooked, boiled, without salt",1.19,0.1557,0.0988,0.0292
"Mothbeans, mature seeds, raw",3.43,0.2294,0.6152,0.0161
"Mothbeans, mature seeds, cooked, boiled, without salt",1.17,0.0781,0.2096,0.0055
"Mungo beans, mature seeds, cooked, boiled, without salt",1.05,0.0754,0.1834,0.0055
"Peas, green, split, mature seeds, raw",3.64,0.2312,0.6163,0.0389
"Peas, split, mature seeds, cooked, boiled, without salt",1.18,0.0834,0.211,0.0039
"Peanuts, all types, raw",5.67,0.258,0.1613,0.4924
"Peanuts, spanish, oil-roasted, with salt",5.79,0.2801,0.1745,0.4904
"Peanuts, valencia, raw",5.7,0.2509,0.2091,0.4758
"Peanuts, valencia, oil-roasted, with salt",5.89,0.2704,0.163,0.5124
"Peanuts, virginia, raw",5.63,0.2519,0.1654,0.4875
"Peanut flour, low fat",4.28,0.338,0.3127,0.219
"Pigeon peas (red gram), mature seeds, raw",3.43,0.217,0.6278,0.0149
"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",1.21,0.0676,0.2325,0.0038
"Refried beans, canned, traditional style",0.9,0.0498,0.1355,0.0201
"Bacon, meatless",3.09,0.1169,0.0531,0.2952
"Soybeans, mature seeds, roasted, salted",4.69,0.3855,0.3022,0.254
"Soybeans, mature seeds, dry roasted",4.49,0.4332,0.2898,0.2162
Miso,1.98,0.1279,0.2537,0.0601
Natto,2.11,0.194,0.1268,0.11
"Soy flour, low-fat",3.72,0.4981,0.3063,0.089
"Soy meal, defatted, raw",3.37,0.492,0.3589,0.0239
"Soymilk, original and vanilla, unfortified",0.54,0.0327,0.0628,0.0175
"Soy protein concentrate, produced by alcohol extraction",3.28,0.6363,0.2541,0.0046
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",0.78,0.0904,0.0285,0.0417
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",0.61,0.0717,0.0118,0.0369
"Tofu, dried-frozen (koyadofu)",4.77,0.5247,0.1003,0.3034
"Tofu, fried",2.7,0.1882,0.0886,0.2018
Okara,0.76,0.0352,0.1223,0.0173
"Winged beans, mature seeds, cooked, boiled, without salt",1.47,0.1062,0.1494,0.0584
"Hummus, home prepared",1.77,0.0486,0.2012,0.0859
"Falafel, home-prepared",3.33,0.1331,0.3184,0.178
"Soymilk, original and vanilla, with added calcium, vitamins A and D",0.43,0.026,0.0492,0.0147
"Peanut spread, reduced sugar",6.5,0.248,0.1423,0.5489
"Peanut butter, smooth, reduced fat",5.2,0.259,0.3565,0.34
"Peanut butter, smooth, vitamin and mineral fortified",5.91,0.2572,0.1875,0.5081
"Peanut butter, chunky, vitamin and mineral fortified",5.93,0.2606,0.1769,0.5147
"MORI-NU, Tofu, silken, firm",0.62,0.069,0.024,0.027
"MORI-NU, Tofu, silken, extra firm",0.55,0.074,0.02,0.019
"MORI-NU, Tofu, silken, lite firm",0.37,0.063,0.011,0.008
"MORI-NU, Tofu, silken, lite extra firm",0.38,0.07,0.01,0.007
"Refried beans, canned, fat-free",0.79,0.0534,0.135,0.0045
"Frijoles rojos volteados (Refried beans, red, canned)",1.44,0.05,0.1547,0.0693
"Tempeh, cooked",1.95,0.1991,0.0762,0.1138
"Vitasoy USA, Nasoya Lite Firm Tofu",0.54,0.083,0.013,0.017
"Peanut butter, chunk style, without salt",5.89,0.2406,0.2157,0.4994
"Peanut butter, smooth style, without salt",5.98,0.2221,0.2231,0.5136
"Peanut butter with omega-3, creamy",6.08,0.2447,0.17,0.5417
"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",1.21,0.0676,0.2325,0.0038
"Soy sauce made from soy and wheat (shoyu), low sodium",0.57,0.0905,0.0559,0.003
"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",0.9,0.0819,0.1444,0.0031
"Tofu, raw, firm, prepared with calcium sulfate",1.44,0.1727,0.0278,0.0872
"Tofu, raw, regular, prepared with calcium sulfate",0.76,0.0808,0.0187,0.0478
"Winged beans, mature seeds, cooked, boiled, with salt",1.47,0.1062,0.1494,0.0584
"Veal, Australian, rib, rib roast, separable lean only, raw",1.34,0.217,0.014,0.0463
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.67,0.1688,0.0,0.2159
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",2.94,0.2452,0.0,0.2094
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.01,0.1891,0.0,0.1338
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",2.43,0.2837,0.0,0.1346
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",1.2,0.2108,0.0,0.0329
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",1.87,0.3101,0.0,0.0602
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",2.25,0.2641,0.0,0.1245
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",1.25,0.2052,0.0,0.0419
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",1.8,0.2817,0.0,0.0667
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.72,0.1694,0.0,0.2211
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",3.16,0.2517,0.0,0.2308
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",3.09,0.2255,0.0,0.2359
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",1.43,0.2088,0.0,0.0594
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",2.16,0.2999,0.0,0.0973
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",1.69,0.1998,0.0,0.0923
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",2.35,0.2774,0.0,0.1295
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",2.32,0.2616,0.0,0.1331
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.64,0.1658,0.0,0.2145
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",3.44,0.2868,0.0,0.2455
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",2.1,0.2712,0.0,0.105
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",2.04,0.2494,0.0,0.1077
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.6,0.1679,0.0,0.209
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",3.46,0.3039,0.0,0.24
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",2.0,0.2771,0.0,0.0902
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",1.92,0.2546,0.0,0.0926
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",2.59,0.1663,0.0,0.2086
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",3.45,0.2851,0.0,0.2473
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",2.11,0.2548,0.0,0.1132
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",2.09,0.2461,0.0,0.1157
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",1.34,0.2021,0.0,0.0528
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",2.23,0.3369,0.0,0.088
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",1.86,0.2808,0.0,0.0733
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",6.4,0.0692,0.0,0.6763
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",5.86,0.0972,0.0,0.6039
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw",1.83,0.2009,0.0009,0.1138
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, cooked, braised",2.56,0.3035,0.0003,0.1499
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw",1.26,0.211,0.0,0.0464
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",1.81,0.2768,0.0,0.0701
"Lamb, New Zealand, imported, loin chop, separable lean and fat, raw",2.98,0.154,0.0022,0.2619
"Game meat, muskrat, raw",1.62,0.2076,0.0,0.081
"Game meat, muskrat, cooked, roasted",2.34,0.3009,0.0,0.1174
"Game meat, opossum, cooked, roasted",2.21,0.302,0.0,0.102
"Game meat, rabbit, domesticated, composite of cuts, raw",1.36,0.2005,0.0,0.0555
"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",1.97,0.2906,0.0,0.0805
"Game meat, squirrel, raw",1.2,0.2123,0.0,0.0321
"Game meat, squirrel, cooked, roasted",1.73,0.3077,0.0,0.0469
"Lamb, variety meats and by-products, brain, raw",1.22,0.104,0.0,0.0858
"Lamb, variety meats and by-products, brain, cooked, braised",1.45,0.1255,0.0,0.1017
"Lamb, variety meats and by-products, heart, raw",1.22,0.1647,0.0021,0.0568
"Lamb, variety meats and by-products, heart, cooked, braised",1.85,0.2497,0.0193,0.0791
"Veal, variety meats and by-products, heart, raw",1.1,0.1718,0.0008,0.0398
"Veal, variety meats and by-products, heart, cooked, braised",1.86,0.2912,0.0013,0.0675
"Lamb, variety meats and by-products, liver, raw",1.39,0.2038,0.0178,0.0502
"Lamb, variety meats and by-products, liver, cooked, braised",2.2,0.3057,0.0253,0.0881
"Lamb, variety meats and by-products, liver, cooked, pan-fried",2.38,0.2553,0.0378,0.1265
"Veal, variety meats and by-products, liver, raw",1.4,0.1993,0.0291,0.0485
"Veal, variety meats and by-products, liver, cooked, braised",1.92,0.2842,0.0377,0.0626
"Veal, variety meats and by-products, lungs, cooked, braised",1.04,0.1874,0.0,0.0264
"Lamb, variety meats and by-products, mechanically separated, raw",2.76,0.1497,0.0,0.2354
"Lamb, variety meats and by-products, pancreas, raw",1.52,0.1484,0.0,0.0982
"Lamb, variety meats and by-products, pancreas, cooked, braised",2.34,0.2283,0.0,0.1512
"Veal, variety meats and by-products, spleen, raw",0.98,0.183,0.0,0.022
"Veal, variety meats and by-products, spleen, cooked, braised",1.29,0.2408,0.0,0.0289
"Veal, variety meats and by-products, thymus, raw",1.01,0.1721,0.0,0.0307
"Veal, variety meats and by-products, thymus, cooked, braised",1.25,0.2267,0.0,0.0311
"Lamb, ground, cooked, broiled",2.83,0.2475,0.0,0.1965
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.43,0.1754,0.0,0.1866
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",2.71,0.2551,0.0,0.1801
"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.01,0.1891,0.0,0.1338
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",2.17,0.2673,0.0,0.114
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.61,0.1721,0.0,0.208
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",2.84,0.2495,0.0,0.1967
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.79,0.1718,0.0,0.2275
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.41,0.2182,0.0,0.2753
